full_name;age;height_cm;weight_kgs;positions;nationality;potential;value_euro;finishing;short_passing;dribbling;freekick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility
Dénes Dibusz;28;187.96;81.2;GK;Hungary;73;;15;23;16;19;22;20;27;20;21
Damian Kądzior;26;175.26;73.9;RM;Poland;73;3700000.0;65;68;72;75;71;72;82;78;83
Jonathan Pablo Bottinelli;34;154.94;78.9;CB;Argentina;72;1300000.0;35;62;45;38;53;53;33;39;31
Gareth Barry;38;182.88;78.0;CDM,CM;England;72;425000.0;56;76;68;71;71;76;30;33;43
Robbie Kruse;30;152.4;69.9;RM,LM;Australia;72;3000000.0;73;69;70;54;58;72;85;80;75
Cristian Oscar Bernardi;28;152.4;73.0;RM,LM,CM,CDM;Argentina;72;3100000.0;65;72;75;70;66;73;79;83;82
Ezequiel Ávila;25;172.72;81.2;ST,RM,LM,CAM;Argentina;77;4200000.0;74;68;72;51;60;71;77;79;76
Nemanja Radonjić;23;185.42;76.2;LW;Serbia;79;4400000.0;62;73;72;54;66;70;86;76;82
Jeff Nazario Meire Costinho;27;152.4;77.1;LB;Brazil;72;2600000.0;41;72;56;71;71;61;71;72;66
Javier Güemez López;27;172.72;73.9;CDM,CM;Mexico;73;3000000.0;61;68;64;58;66;71;69;66;67
Jordan Jones;24;175.26;60.8;LM,LW,CAM;Northern Ireland;78;4300000.0;62;68;77;64;59;74;90;90;79
David Guzman;29;152.4;78.9;CDM,CM;Costa Rica;72;2500000.0;53;72;67;53;76;68;64;62;68
Ángel Zaldívar Caviedes;25;152.4;76.2;ST,LM;Mexico;76;4099999.9999999995;71;64;68;45;60;72;79;79;76
Simon Tibbling;24;175.26;73.9;CM;Sweden;78;4200000.0;54;74;72;41;72;73;75;70;80
Joshua Eduardo Sá Madeira;35;182.88;81.2;LB,LWB;Brazil;72;875000.0;41;72;63;52;61;61;71;77;55
Alexis De Sart;22;154.94;67.1;CM,CDM,CAM;Belgium;78;4200000.0;59;72;69;70;73;72;62;64;73
William Owusu;29;185.42;73.9;ST,RW,LW;Ghana;72;3200000.0;75;67;64;55;58;58;63;74;59
Mohamed Aberhoune;29;187.96;74.8;CB;Morocco;72;2400000.0;28;58;39;22;57;59;48;53;58
Jason Puncheon;32;172.72;66.2;CM,LM;England;72;2400000.0;66;75;71;74;74;74;61;58;68
Marco Stiepermann;28;190.5;86.2;CAM,LB,CM;Germany;72;3300000.0;65;71;71;67;66;73;64;73;67
Muhammet Demir;27;154.94;68.9;ST,CAM;Turkey;72;3400000.0;69;69;74;72;66;73;74;78;79
Salvador Sevilla López;34;152.4;71.2;CM,LM,CAM;Spain;72;1500000.0;59;78;70;79;81;74;44;53;55
Benjamin Kololli;26;182.88;82.1;LM,LW;Kosovo;73;3700000.0;73;70;70;64;65;68;76;79;75
Julian Börner;28;187.96;86.2;CB;Germany;73;2900000.0;56;59;55;50;59;56;61;66;61
Ricardo Ryller Ribeiro Lino Silva;25;182.88;77.1;CM;Brazil;77;4099999.9999999995;55;75;69;50;74;72;65;67;64
Bartosz Białkowski;31;193.04;86.2;GK;Poland;72;2000000.0;13;33;14;12;32;18;42;42;48
Martín Maximiliano Mantovani;34;182.88;78.0;CB;Argentina;72;1300000.0;37;67;55;45;65;60;36;33;48
Stefan Ortega Moreno;26;185.42;88.0;GK;Germany;76;2900000.0;15;38;20;12;49;39;49;53;42
Serdar Gürler;27;175.26;64.9;RM,RW,ST,CAM;Turkey;72;3300000.0;69;70;74;60;59;72;82;79;79
Joe Bennett;28;152.4;73.9;LB;England;72;2500000.0;35;70;67;61;67;69;74;66;72
Rui Pedro da Rocha Fonte;28;154.94;73.0;ST;Portugal;72;3200000.0;72;73;66;63;68;74;66;64;71
Ali Adnan;25;185.42;69.9;LM,LB;Iraq;75;3900000.0;56;70;77;74;68;73;76;76;73
Luis Miguel Sánchez Benítez;26;152.4;78.9;CDM;Spain;77;3400000.0;21;68;53;30;66;65;61;58;61
Luca Garritano;25;172.72;67.1;LW,CM,CAM;Italy;75;3900000.0;68;68;75;64;62;76;88;89;87
Adrián Andrés Cubas;22;170.18;59.9;CDM,CM;Argentina;79;3700000.0;35;75;63;40;64;69;76;66;89
Jubal Rocha Mendes Junior;25;187.96;79.8;CB;Brazil;75;3300000.0;22;64;51;27;35;63;55;62;51
Lebogang Phiri;24;172.72;63.0;CM,CDM;South Africa;78;4200000.0;53;75;72;57;71;74;75;75;77
Thomas Delaine;26;154.94;69.9;LB;France;75;3200000.0;47;72;70;45;67;69;77;79;66
Jamie Murphy;29;152.4;72.1;LW,LM;Scotland;72;3100000.0;71;68;75;59;62;72;78;82;77
Alex Martin Frandeira Álvares;31;193.04;84.8;CB,CDM;Brazil;72;2300000.0;36;62;45;41;64;57;47;51;46
Rolando García Guerreño;29;185.42;76.2;CB;Paraguay;72;2500000.0;40;68;40;32;50;53;55;53;51
Ken Sema;25;154.94;68.9;LM,RM;Sweden;74;3800000.0;63;71;76;72;62;73;77;81;70
José Antonio Reyes Calderón;35;175.26;73.0;RM,LM,CAM,ST;Spain;72;1600000.0;69;70;74;77;69;75;75;69;74
Izet Hajrović;27;152.4;72.1;RM;Bosnia Herzegovina;72;3300000.0;73;72;76;76;68;74;79;78;76
Fernando Henrique Boldrin;30;154.94;74.8;CAM,RM,LM;Brazil;72;3000000.0;67;77;67;74;74;72;70;65;67
Diego Arturo Peralta González;34;187.96;83.9;CB;Colombia;72;1300000.0;44;62;62;52;53;65;42;44;40
Sebastião de Freitas Couto Júnior;26;152.4;73.0;LW,LM;Brazil;73;3700000.0;64;69;71;64;64;74;87;85;76
Uroš Ćosić;26;187.96;77.1;CB;Serbia;76;3400000.0;17;55;53;32;50;57;66;72;60
Fabio Pisacane;33;152.4;77.1;CB,RB;Italy;72;1800000.0;20;60;61;25;50;60;69;69;67
Diego Rossi;21;170.18;68.0;LW,ST,RW;Uruguay;83;5500000.0;69;70;75;34;57;74;84;83;84
Roberto Alvarado;20;175.26;69.9;LM,RM,CAM;Mexico;79;4200000.0;63;71;73;59;68;72;78;75;77
Josh Brownhill;23;152.4;68.9;CM,RM;England;79;4300000.0;62;69;69;70;69;71;70;75;70
Marlon Javier Piedrahita Londoño;33;175.26;78.9;RB;Colombia;72;1200000.0;59;70;67;69;68;73;76;78;75
Maikel van der Werff;29;185.42;82.1;CB;Netherlands;72;2400000.0;52;68;51;69;68;63;59;57;53
Dom Dwyer;28;175.26;78.9;ST;United States;72;3300000.0;73;58;67;62;31;69;72;74;76
Gonzalo Bettini;26;170.18;73.9;RB;Argentina;74;2400000.0;41;69;61;31;55;71;77;72;71
Petar Brlek;25;154.94;73.9;CM,CAM,CDM;Croatia;76;3100000.0;63;72;69;57;68;72;78;68;78
M. Vanderlei Paulino Kenedy;31;154.94;77.1;CB;Brazil;71;1800000.0;44;62;51;52;66;56;61;61;62
Tobias Pereira Figueiredo;25;187.96;83.9;CB;Portugal;75;2600000.0;22;57;54;29;55;55;55;62;48
Erik Morán Arribas;27;187.96;73.9;CDM,CM;Spain;73;2300000.0;39;74;66;47;72;72;39;43;62
David Batanero Puigbó;30;185.42;79.8;CM;Spain;71;2300000.0;50;79;62;60;77;73;45;42;52
Gerrit Holtmann;23;182.88;77.1;LM,LWB,LB,LW;Germany;78;3300000.0;60;66;73;36;57;69;91;91;73
Antonio Aldo Caracciolo;28;185.42;83.0;CB;Italy;71;1900000.0;12;56;53;19;56;56;66;55;73
Astrit Ajdarević;28;190.5;84.8;CM,CAM;Albania;71;2400000.0;58;73;73;72;77;76;60;65;48
정성룡 郑俊玄;34;190.5;89.8;GK;Korea Republic;71;1200000.0;12;32;12;11;33;14;41;49;14
Aboubakar Kamara;24;152.4;81.2;ST;France;75;3100000.0;68;64;66;43;39;64;79;87;68
Ayrton Preciado;24;182.88;71.2;LW,LM,CF;Ecuador;75;3100000.0;69;67;73;68;69;68;87;82;79
Milton Nahuel Valenzuela;20;167.64000000000001;66.2;LB;Argentina;81;3200000.0;33;65;67;38;54;65;78;74;80
Edimilson Fernandes;22;190.5;69.9;CAM,CM,RWB;Switzerland;79;3500000.0;62;74;73;51;70;71;72;78;66
Ledian Memushaj;32;175.26;69.9;CM;Albania;71;2000000.0;52;74;70;67;70;71;76;66;90
川島 永嗣;35;185.42;73.9;GK;Japan;71;550000.0;14;33;12;14;33;28;45;43;63
Jakov Filipović;26;190.5;84.8;CB;Croatia;74;2500000.0;22;59;32;28;57;57;57;55;55
Akaki Gogia;27;152.4;72.1;RW,RM;Germany;71;2500000.0;68;67;73;65;56;75;79;72;89
Dominik Schmidt;31;187.96;82.1;CB;Germany;71;1600000.0;24;57;46;35;56;53;63;73;57
Rodrigo Nascimento França;23;190.5;78.9;CB;Brazil;80;3200000.0;30;68;45;27;67;57;56;65;48
Marvin Friedrich;23;193.04;78.0;CB;Germany;79;3000000.0;35;66;38;26;68;55;55;66;54
Tom Schütz;31;154.94;74.8;CDM,RB;Germany;71;1800000.0;44;71;59;80;75;63;66;65;64
Stanislav Tecl;28;154.94;82.1;ST,RW;Czech Republic;71;2500000.0;74;63;69;51;43;71;81;78;71
Danijel Milićević;33;172.72;63.0;CAM,CF,CM,RM;Bosnia Herzegovina;71;1800000.0;66;70;68;79;71;72;67;65;75
Oliver Fink;36;187.96;78.0;CM,CAM,LM;Germany;71;750000.0;54;71;64;59;67;71;50;41;55
Amro Tarek Abdel Aziz;26;190.5;88.0;CB,LB;Egypt;74;2500000.0;30;58;50;30;32;62;64;64;59
Matej Jonjić;28;187.96;83.0;CB;Croatia;73;2300000.0;47;57;45;25;53;48;65;71;62
Bryan Heynen;22;182.88;67.1;CM,CDM;Belgium;78;3300000.0;56;75;71;47;72;74;63;65;69
João Pedro Maturano dos Santos;22;152.4;73.0;RB;Brazil;79;3000000.0;49;68;73;46;62;71;78;77;76
Daniel Rosero Valencia;25;182.88;83.0;CB;Colombia;78;2800000.0;33;56;57;37;49;50;69;74;63
Rafael Antonio Caroca Cordero;29;175.26;72.1;CDM,CM;Chile;71;1900000.0;60;70;67;31;67;68;78;76;68
Elierce Barbosa de Souza;31;182.88;74.8;CM,CDM;Brazil;71;2200000.0;56;70;69;76;68;71;63;67;69
Kevin Bonifazi;22;187.96;84.8;CB;Italy;79;3000000.0;30;56;46;34;36;59;59;56;49
Daniel Williams;30;182.88;79.8;CM,CDM;United States;71;2300000.0;66;71;76;48;67;68;74;68;71
Óscar Cabezas;22;154.94;78.9;CB;Colombia;79;3000000.0;45;60;56;25;50;59;74;61;67
Calvin Stengs;20;187.96;68.0;RW;Netherlands;86;5000000.0;50;77;78;53;73;78;79;77;80
Borja Lasso De La Vega;25;152.4;69.9;CAM,LM,CM;Spain;76;3200000.0;69;71;74;64;69;72;60;51;67
Rémi Oudin;22;185.42;78.9;RM,RW;France;80;3700000.0;72;72;69;76;58;73;71;73;71
Ribair Rodríguez Pérez;31;182.88;87.1;CDM,CM,CB;Uruguay;71;1800000.0;30;66;60;41;63;65;71;75;52
Jhasmani Campos;30;175.26;64.0;CAM,LM,CM;Bolivia;71;;58;72;72;75;64;78;66;64;71
Jordan Rhodes;29;185.42;71.2;ST;Scotland;71;2400000.0;74;52;59;32;40;66;60;66;65
Ivan Šunjić;22;182.88;74.8;CDM;Croatia;80;3200000.0;52;70;58;38;64;68;72;62;61
Rasmus Thelander;27;190.5;87.1;CB;Denmark;71;2100000.0;26;59;37;25;55;53;55;63;49
Nikola Moro;20;182.88;77.1;CDM,CM;Croatia;82;3600000.0;63;77;74;68;81;75;72;68;64
Mikael Lustig;32;187.96;78.0;RB,CB;Sweden;71;1600000.0;48;72;66;40;68;71;50;54;54
西川 周作;32;182.88;81.2;GK;Japan;71;1400000.0;14;34;29;12;37;27;44;40;68
Marco Natanel Torsiglieri;31;190.5;86.2;CB;Argentina;71;1800000.0;35;67;42;46;66;52;36;42;37
Petar Škuletić;28;193.04;88.9;ST;Serbia;71;2400000.0;75;58;52;32;31;69;67;67;40
Maximiliano Caire;30;152.4;69.9;RB;Argentina;71;1800000.0;28;53;68;41;57;63;82;84;75
Cristian David Lucchetti;40;182.88;68.9;GK;Argentina;71;160000.0;13;34;24;30;32;35;40;45;44
Benik Afobe;26;182.88;78.0;ST;DR Congo;74;3000000.0;74;66;64;57;52;70;75;83;69
Carlos Alberto Alves Garcia;36;175.26;73.0;LM,CAM,LW;Portugal;71;1000000.0;66;75;73;72;68;76;72;68;72
Jérémie Bela;25;172.72;71.2;LM,RM,ST;France;74;3000000.0;69;64;76;50;50;74;92;90;93
Maximiliano Ángel Coronel;29;154.94;82.1;CB;Argentina;72;2100000.0;38;59;42;47;57;59;55;45;54
Ricardo Jorge Oliveira Valente;27;154.94;76.2;LM,RM,ST;Portugal;71;2500000.0;68;67;73;38;59;73;74;73;71
Jérémy Perbet;34;182.88;83.9;ST;France;71;1500000.0;77;63;53;36;32;64;56;50;63
Alexander Martín Marquinho Callens Asín;26;185.42;76.2;CB;Peru;75;2500000.0;18;69;42;26;69;56;60;46;72
Adriano Facchini;35;185.42;73.9;GK;Brazil;71;550000.0;12;28;17;12;18;27;36;39;32
Rui Filipe Caetano Moura;26;152.4;69.9;RB,CDM,CM;Portugal;75;2500000.0;46;73;68;69;69;69;72;67;73
Ariel Mauricio Rojas;33;175.26;82.1;CM,CDM,LM;Argentina;71;1800000.0;66;69;69;65;64;75;62;68;68
Darragh Lenihan;24;187.96;76.2;CB;Republic of Ireland;75;2600000.0;40;62;54;37;59;58;59;64;60
Barrie McKay;24;175.26;67.1;LW,LM,RW,CAM;Scotland;76;3200000.0;64;69;72;65;65;70;89;87;91
Nabil Ghilas;28;182.88;84.8;ST;Algeria;71;2400000.0;70;64;70;52;50;72;68;72;59
柏好 文;31;167.64000000000001;62.1;LM,CAM;Japan;71;2200000.0;66;66;74;40;58;69;90;85;92
Dejan Damjanović;37;187.96;81.2;ST,CF;Montenegro;71;850000.0;73;68;66;66;54;73;52;57;37
Frédéric Sammaritano;32;162.56;64.0;LM,LW,RM;France;71;1800000.0;64;73;72;71;73;73;68;65;72
Vincenzo Fiorillo;29;190.5;78.9;GK;Italy;71;1700000.0;15;28;14;4;25;19;36;42;46
Richard Keogh;32;187.96;87.1;CB;Republic of Ireland;71;1600000.0;28;70;67;30;65;60;62;56;47
Matheus Simoneti Bressaneli;26;182.88;73.9;CB;Brazil;74;2500000.0;37;63;38;52;55;64;68;68;63
Emrah Başsan;26;152.4;66.2;RM,LW,CAM;Turkey;72;2800000.0;66;70;73;72;67;73;78;78;79
Julián Andrés Quiñones Quiñones;21;152.4;76.2;ST;Colombia;81;3900000.0;75;66;71;42;57;70;85;86;80
Alexis Soto;25;152.4;71.2;LB;Argentina;76;2600000.0;33;64;75;60;44;71;74;76;71
Harry Novillo;27;182.88;79.8;LW,ST;France;71;2500000.0;65;61;74;63;57;64;90;93;90
Chris Brunt;34;185.42;83.9;CM,LB;Northern Ireland;71;1400000.0;62;73;67;76;76;74;51;50;62
David McGoldrick;31;182.88;73.9;ST,CAM;Republic of Ireland;71;2300000.0;72;70;71;69;67;73;66;68;74
Karlo Letica;22;200.66;96.2;GK;Croatia;79;2600000.0;5;29;14;12;28;17;30;34;31
Luis Ricardo Reyes Moreno;27;154.94;66.2;LB;Mexico;72;2200000.0;34;68;69;46;62;66;79;75;72
Leopold Zingerle;24;185.42;78.0;GK;Germany;75;2200000.0;7;19;9;12;13;20;20;29;31
Florian Müller;21;193.04;84.8;GK;Germany;84;3700000.0;11;32;18;12;28;24;43;43;42
Robert Tesche;31;154.94;71.2;CDM,CM;Germany;71;1600000.0;62;72;68;65;70;72;63;61;65
Urby Emanuelson;32;175.26;68.0;CM,CDM,LW;Netherlands;71;1800000.0;60;70;71;70;68;72;75;76;85
José Javier Abella Fanjul;25;175.26;73.9;RB;Mexico;75;2600000.0;42;69;57;44;61;67;78;74;68
Tim Kleindienst;23;193.04;83.9;ST;Germany;76;3200000.0;71;60;67;39;45;59;64;72;60
Mustafa Yumlu;31;190.5;77.1;CB;Turkey;71;1800000.0;32;62;43;24;59;51;39;35;46
Marvin Matip;33;185.42;84.8;CB;Cameroon;71;1400000.0;39;59;46;47;62;58;67;68;65
José Gabriel Sambenito;27;182.88;86.2;ST,CF;Paraguay;74;;74;57;60;42;42;63;79;72;61
Smail Prevljak;23;187.96;79.8;ST,CAM;Bosnia Herzegovina;76;3200000.0;75;63;68;40;57;70;73;70;70
David von Ballmoos;24;193.04;89.8;GK;Switzerland;79;2600000.0;16;31;17;13;27;23;55;46;45
Anthony Nwakaeme;29;185.42;79.8;LM;Nigeria;71;2300000.0;73;68;77;29;58;69;79;83;76
David Mackalister Silva Mosquera;32;175.26;73.9;CM,CAM,LM,CDM;Colombia;71;2000000.0;67;71;68;66;70;69;68;71;72
Ivan Oblyakov;20;175.26;73.9;CM,CAM;Russia;82;3900000.0;64;73;76;67;72;75;65;74;77
Miguel Ángel Fraga Licona;31;182.88;83.0;GK;Mexico;71;1500000.0;11;52;11;10;60;11;52;50;51
Bilal Başaçıkoğlu;23;172.72;69.9;LW,LM,RW;Turkey;76;3200000.0;66;64;75;66;42;75;84;83;90
Craig Bryson;32;170.18;59.9;CM;Scotland;71;2000000.0;65;73;65;63;67;71;68;65;77
Darwin Zamir Andrade Marmolejo;28;172.72;69.9;LB;Colombia;71;2000000.0;44;64;64;30;67;63;78;82;75
Eirik  Ulland Andersen;26;154.94;73.0;LW;Norway;72;2800000.0;64;72;70;74;69;70;82;78;81
Harlee Dean;27;190.5;74.8;CB;England;73;2400000.0;25;64;44;32;61;59;58;51;57
Eduardo José Borges Machado;28;175.26;69.9;RB;Portugal;71;1900000.0;34;57;68;38;30;71;70;74;72
Erick Germain Aguirre Tafolla;22;172.72;66.2;LM,CM;Mexico;82;4099999.9999999995;41;72;68;41;70;70;88;87;78
Matías Nahuel Leiva Esquivel;22;175.26;76.2;LM,RM;Spain;79;3500000.0;70;68;75;61;62;71;77;70;77
Tiago Alves Sales;26;154.94;72.1;ST,LM,CAM;Brazil;72;2900000.0;71;73;72;70;70;72;84;80;71
Knowledge Musona;28;172.72;71.2;CF,LM,ST,CAM;Zimbabwe;71;2400000.0;72;67;74;67;65;71;79;79;88
Anthony Gonçalves;33;152.4;78.9;CM,RM;France;71;1800000.0;38;74;65;66;73;70;63;66;72
Marc Torrejón Moya;33;187.96;88.0;CB;Spain;71;1400000.0;23;60;48;52;58;52;37;46;50
César Ignacio Pinares Tamayo;27;175.26;73.0;CAM,CM,LM;Chile;72;2700000.0;61;67;73;73;66;72;80;81;84
Raffaele Pucino;27;182.88;73.9;RB,CB,RM;Italy;72;2200000.0;42;68;67;58;66;63;70;73;81
Pablo Edson Barrera Acosta;31;152.4;72.1;RM;Mexico;71;2100000.0;64;68;70;64;65;71;78;76;76
Jonas Welson Orsi de Meneses;31;170.18;66.2;CAM,CF;Brazil;71;2200000.0;64;72;73;75;62;75;86;81;74
Heltinho Melo Chaves;35;175.26;68.0;CAM,RB;Brazil;71;1200000.0;58;68;75;74;64;71;83;80;78
Bengali-Fodé Koita;28;185.42;86.2;ST,RM,LM;France;71;2500000.0;67;63;74;42;52;72;74;78;69
Roberto Canella Suárez;31;152.4;73.0;LB;Spain;71;1700000.0;44;69;61;58;66;67;70;72;71
Kieran Lee;30;152.4;76.2;CM;England;71;2200000.0;65;74;68;27;68;72;70;69;65
Ramahlwe Mphahlele;29;185.42;79.8;RB,CB,RWB;South Africa;71;1900000.0;24;64;64;42;67;72;74;72;59
Kevin Müller;27;190.5;89.8;GK;Germany;72;1800000.0;13;21;17;16;20;18;49;46;48
Jefferson Cuero Castro;30;175.26;69.9;LM,RM;Colombia;71;2200000.0;65;65;67;29;58;66;91;90;86
Jed Wallace;24;152.4;69.9;RM;England;74;3000000.0;64;68;71;60;66;70;77;78;74
Jesús Enrique Sánchez García;29;167.64000000000001;68.0;RB,RM;Mexico;71;1900000.0;52;70;72;52;65;71;83;82;81
Serhou Guirassy;22;187.96;82.1;ST,LW,RW;France;79;3500000.0;71;66;74;67;47;75;71;74;68
Lumor Agbenyenu;22;175.26;69.9;LB,LW;Ghana;79;3000000.0;45;66;69;22;55;67;78;84;77
Jack Harrison;22;175.26;69.9;RM,RW,LM;England;80;3700000.0;66;66;74;56;60;70;86;78;80
Stefan Schwab;28;182.88;78.0;CDM,CM;Austria;72;2200000.0;63;71;66;60;76;72;68;73;65
Dan Burn;26;198.12;87.1;CB;England;73;2400000.0;25;59;47;46;60;53;42;44;31
Marcel Correia;29;185.42;81.2;CB;Portugal;71;1800000.0;38;68;58;33;61;67;62;64;63
Marlion Rômulo Rolim Nascimento;27;175.26;69.9;CAM;Brazil;71;2500000.0;70;68;64;41;65;73;62;71;72
Sven Michel;28;152.4;78.9;ST,LM;Germany;71;2500000.0;74;64;68;59;53;67;90;81;77
Paweł Olkowski;29;182.88;76.2;RB,RWB;Poland;71;1900000.0;49;68;71;36;58;68;74;78;73
Giorgi Loria;33;198.12;84.8;GK;Georgia;71;1400000.0;22;36;27;17;46;29;50;54;53
Javier Castellano Betancor;31;182.88;73.0;CDM,CM;Spain;71;1800000.0;34;76;46;40;71;66;57;40;62
Mohamed Fouzair;27;167.64000000000001;68.9;RM,CAM;Morocco;71;2500000.0;60;68;73;67;65;72;81;83;74
Cédric Yambéré;28;190.5;83.9;CB;Central African Rep.;73;2300000.0;28;66;55;28;52;56;67;54;34
Bubacarr Sanneh;24;182.88;74.8;CB;Gambia;78;2800000.0;43;59;52;29;50;63;73;73;68
Harrison Reed;24;175.26;72.1;CDM,RM,RB;England;78;2800000.0;50;74;65;61;66;68;67;62;76
Fernando Dos Santos Pedro;20;175.26;72.1;LM;Brazil;85;5000000.0;64;66;78;38;42;76;87;85;79
Srdjan Plavšić;23;165.1;59.9;RM,LM;Serbia;77;3200000.0;58;67;74;64;57;71;88;82;89
James  Morrison;32;152.4;64.0;CAM,CM;Scotland;71;1800000.0;70;74;71;60;70;74;59;54;66
Deiver Machado;25;172.72;62.1;LB,LM;Colombia;75;2600000.0;55;69;72;32;60;69;78;83;73
Paulo César Díaz Huincales;24;154.94;69.9;CB,RB,LB;Chile;78;2800000.0;37;66;62;41;71;67;77;79;64
Abdul Rahman Khalili;26;182.88;77.1;CAM,CM,CDM;Sweden;74;2900000.0;66;72;72;76;68;74;69;72;67
Konstantin Kerschbaumer;26;154.94;77.1;CM,CDM,LM;Austria;72;2700000.0;63;74;66;63;68;69;69;75;72
Slobodan Medojević;28;182.88;78.0;CDM;Serbia;71;2000000.0;38;67;61;43;69;69;67;65;66
Gaetano Berardi;30;152.4;72.1;RB,CB,LB;Switzerland;71;1800000.0;26;65;60;42;57;64;77;74;71
Thiago Santos Santana;26;182.88;78.9;ST;Brazil;73;2900000.0;71;67;67;43;48;70;67;69;67
Mario Maloča;29;190.5;78.0;CB;Croatia;71;1800000.0;40;52;30;36;36;42;65;71;61
Guilherme Ferreira Pinto;26;152.4;64.9;RM,CM,LM;Brazil;72;2800000.0;64;68;75;53;61;70;83;88;87
Scott Malone;27;187.96;74.8;LB;England;72;2200000.0;57;67;74;63;64;68;69;77;70
Jake Cooper;24;193.04;84.8;CB;England;75;2600000.0;29;57;45;28;60;56;52;55;43
阿部 浩之;29;170.18;68.9;LM,CAM,RM,CF;Japan;71;2400000.0;71;68;67;34;64;72;77;77;79
Raúl Lizoáin Cruz;28;185.42;83.0;GK;Spain;72;1800000.0;12;15;12;16;22;15;47;55;67
Kyle Lafferty;31;193.04;88.0;ST,LM;Northern Ireland;71;2300000.0;71;63;65;75;45;66;66;67;63
Wiliam Carlos Santoso Sampaio;35;195.57999999999998;91.2;GK;Brazil;71;950000.0;8;20;9;17;16;21;37;34;21
Tom Beugelsdijk;28;193.04;78.9;CB;Netherlands;71;2000000.0;34;60;41;30;51;55;48;47;34
Fredrik Gulbrandsen;26;175.26;78.9;ST;Norway;73;2900000.0;72;69;72;53;43;73;89;87;85
Luigi Bruins;32;154.94;74.8;LM,CAM;Netherlands;71;2100000.0;67;72;74;75;70;75;55;65;70
大島 僚太;26;167.64000000000001;64.0;CDM,CM;Japan;73;2400000.0;60;75;70;61;68;75;87;78;84
Álvaro Vázquez García;27;182.88;78.0;ST,LM,RM;Spain;72;2800000.0;74;62;69;54;60;68;72;73;69
Mohammed Al Buraik;26;172.72;58.1;RB;Saudi Arabia;73;2400000.0;62;66;69;67;68;70;78;85;65
Raphael Rossi Branco;28;187.96;83.9;CB;Brazil;72;2200000.0;37;58;46;22;42;52;55;47;52
Gianluca Litteri;30;185.42;82.1;ST;Italy;71;2300000.0;72;60;59;59;48;68;78;79;67
Matías Nicolás Rodríguez;32;152.4;74.8;RB;Argentina;71;1300000.0;54;66;68;53;64;73;73;76;72
Ceyhun Gülselam;31;193.04;88.0;CDM,CM;Turkey;71;1800000.0;47;68;57;66;63;64;52;53;54
Mickaël Le Bihan;28;182.88;79.8;ST;France;71;2400000.0;75;55;71;59;54;71;66;59;68
Rijad Bajić;24;187.96;79.8;ST;Bosnia Herzegovina;76;3200000.0;74;64;66;68;40;72;66;62;69
Fernando Navarro Morán;29;165.1;62.1;RB;Mexico;71;1800000.0;50;67;66;57;63;68;85;85;79
Bartłomiej Drągowski;21;187.96;73.9;GK;Poland;82;3200000.0;12;35;20;20;32;18;46;42;33
Daniel Bentley;25;187.96;72.1;GK;England;76;2300000.0;11;44;17;12;23;30;46;43;51
Vitor Gomes Pereira Júnior;30;170.18;67.1;CM,CDM;Brazil;71;2300000.0;57;77;69;71;69;71;71;68;75
Ricardo Martins de Araújo;32;187.96;79.8;CB;Brazil;71;1600000.0;19;59;26;37;35;49;54;54;66
Rafael Mir Vicente;21;190.5;86.2;ST,RM,CAM,LM;Spain;82;4099999.9999999995;72;62;65;41;52;70;69;75;63
Mathias Autret;28;175.26;71.2;CAM,CM;France;71;2500000.0;68;72;74;62;66;72;73;73;76
Adama Valentin Diomande;29;154.94;81.2;ST,LM;Norway;71;2400000.0;71;56;65;35;43;68;78;76;78
Benjamin Jeannot;27;182.88;78.0;ST;France;72;2800000.0;73;64;64;49;58;71;66;63;71
Zdravko Kuzmanović;31;185.42;79.8;CM,CDM;Serbia;71;2200000.0;58;70;64;68;74;71;37;34;52
Damián Oscar Lemos;30;152.4;82.1;CDM,CM;Argentina;71;1800000.0;37;64;60;53;66;62;62;68;66
David Matías Barbona;24;182.88;81.2;LM,RM,CM,CAM;Argentina;76;3200000.0;64;67;74;62;65;69;79;85;76
Facundo Adrián Erpen;35;154.94;78.0;CB;Argentina;71;550000.0;48;62;46;49;57;63;50;34;43
Sebastian Andersson;27;190.5;84.8;ST;Sweden;72;2800000.0;73;60;64;42;31;68;64;70;57
Michael Hector;26;193.04;82.1;CB;Jamaica;74;2500000.0;40;62;60;30;58;59;57;70;54
Guillermo Federico Molins Palmeiro;30;185.42;83.0;ST;Sweden;71;2400000.0;69;68;72;60;56;73;69;72;67
Lukas Jutkiewicz;29;185.42;77.1;ST;England;71;2400000.0;69;59;63;52;51;70;56;64;55
Thomas Nicolas Silva Rangel;35;152.4;73.0;RB,RM,RWB;Brazil;71;675000.0;46;69;43;68;63;76;76;59;60
Kevin Balanta;21;152.4;73.0;CDM,CM;Colombia;83;3800000.0;42;69;58;37;71;70;68;66;73
Vedat Muriqi;24;193.04;86.2;ST;Kosovo;77;3300000.0;71;64;66;30;42;69;53;69;49
Fernando Márquez;31;182.88;86.2;ST,LM;Argentina;71;2300000.0;73;68;68;33;60;69;73;79;72
Hannes Van Der Bruggen;25;154.94;73.9;CM,CDM;Belgium;74;2900000.0;54;72;64;65;71;71;57;54;69
Lasse Nielsen;31;185.42;73.9;CB;Denmark;71;1800000.0;25;59;50;41;61;57;68;81;62
